Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2008-08-08,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-11,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Buy,Buy
2008-08-12,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-08-13,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-08-14,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-08-15,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-08-18,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-08-19,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Sell
2008-08-20,Buy,Sell,Sell,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell
2008-08-21,Buy,Sell,Sell,Buy,Buy,Sell,Buy,Sell,Buy,Buy,Sell
2008-08-22,Buy,Sell,Sell,Buy,Buy,Sell,Buy,Sell,Buy,Buy,Sell
2008-08-25,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Buy,Sell
2008-08-26,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Buy,Sell
2008-08-27,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Buy,Sell
2008-08-28,Buy,Buy,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Buy,Sell
2008-08-29,Buy,Buy,Buy,Sell,Sell,Sell,Buy,Sell,Buy,Buy,Buy
2008-09-02,Buy,Buy,Buy,Sell,Buy,Sell,Buy,Sell,Buy,Buy,Buy
2008-09-03,Buy,Sell,Buy,Sell,Buy,Sell,Buy,Sell,Buy,Buy,Buy
2008-09-04,Sell,Sell,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy
2008-09-05,Sell,Sell,Buy,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy
2008-09-08,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell,Sell,Sell,Buy
2008-09-09,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell,Sell,Sell,Buy
2008-09-10,Sell,Sell,Buy,Sell,Sell,Buy,Sell,Sell,Sell,Sell,Buy
2008-09-11,Sell,Sell,Buy,Sell,Buy,Buy,Sell,Sell,Sell,Sell,Buy
2008-09-12,Sell,Sell,Buy,Sell,Buy,Buy,Sell,Sell,Sell,Sell,Buy
2008-09-15,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell,Sell
2008-09-16,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell,Sell
2008-09-17,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-09-18,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-09-19,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Buy
2008-09-22,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-09-23,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-09-24,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-09-25,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-09-26,Sell,Sell,Buy,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-09-29,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-09-30,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
