Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2012-10-02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold
2012-10-03,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Buy
2012-10-04,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,Hold,Buy
2012-10-05,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Buy
2012-10-08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Buy
2012-10-09,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Sell,Buy
2012-10-10,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-11,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-12,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-16,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-17,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold
2012-10-18,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Hold
2012-10-19,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-22,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-23,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-10-24,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold
2012-10-25,Hold,Hold,Hold,Buy,Buy,Buy,Hold,Hold,Buy,Hold,Hold
2012-10-26,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold
2012-10-31,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold
2012-11-05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-06,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-07,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Buy,Buy,Buy,Hold
2012-11-08,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Hold
2012-11-09,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2012-11-12,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Buy,Buy,Buy
2012-11-13,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Hold,Buy,Buy,Buy
2012-11-14,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Hold,Buy,Buy,Buy
2012-11-15,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Buy,Buy,Buy,Buy
2012-11-16,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold
2012-11-19,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-11-20,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-11-21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold
2012-11-23,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-11-26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-11-29,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold
2012-11-30,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold
2012-12-03,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold
2012-12-04,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold
2012-12-05,Hold,Sell,Sell,Hold,Sell,Sell,Hold,Sell,Sell,Hold,Sell
2012-12-06,Hold,Sell,Sell,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell
2012-12-07,Hold,Sell,Sell,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell
2012-12-10,Hold,Sell,Hold,Hold,Hold,Sell,Hold,Sell,Hold,Sell,Sell
2012-12-11,Hold,Sell,Hold,Sell,Hold,Sell,Hold,Sell,Sell,Sell,Sell
2012-12-12,Hold,Sell,Sell,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Sell
2012-12-13,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold
2012-12-14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold
2012-12-17,Hold,Sell,Sell,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Sell
2012-12-18,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Sell
2012-12-19,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell
2012-12-20,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell
2012-12-21,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2012-12-24,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2012-12-26,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2012-12-27,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-12-28,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold
2012-12-31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2013-01-02,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2013-01-03,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-04,Sell,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-07,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-08,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-10,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell
2013-01-14,Sell,Hold,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Sell
2013-01-15,Sell,Hold,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Sell
2013-01-16,Hold,Hold,Sell,Hold,Sell,Sell,Hold,Sell,Hold,Hold,Sell
2013-01-17,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Hold,Sell
2013-01-18,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell
2013-01-22,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell
2013-01-23,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Hold,Sell
2013-01-24,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Hold,Sell
2013-01-25,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Hold,Sell
2013-01-28,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell
2013-01-29,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell
2013-01-30,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Hold,Sell,Sell
