Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2013-06-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-20,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy,nan,Buy,Buy
2013-06-21,Buy,nan,nan,Buy,nan,nan,nan,nan,nan,nan,nan
2013-06-24,Buy,Buy,Buy,Buy,Buy,nan,Buy,nan,nan,nan,nan
2013-06-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-08,nan,nan,nan,nan,Sell,nan,nan,nan,nan,nan,nan
2013-07-09,nan,nan,Sell,nan,Sell,nan,nan,nan,nan,nan,nan
2013-07-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-11,nan,Sell,nan,nan,Sell,Sell,nan,Sell,Sell,Sell,nan
2013-07-12,nan,nan,nan,nan,nan,nan,nan,Sell,nan,Sell,nan
2013-07-15,nan,nan,nan,nan,nan,nan,nan,nan,Sell,Sell,nan
2013-07-16,nan,nan,nan,nan,nan,nan,nan,nan,Sell,nan,nan
2013-07-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-19,nan,nan,nan,nan,nan,nan,Sell,nan,nan,nan,nan
2013-07-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-07-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-02,nan,nan,nan,nan,Sell,nan,nan,nan,nan,nan,nan
2013-08-05,nan,nan,nan,nan,Sell,nan,nan,nan,nan,nan,nan
2013-08-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-09,Sell,nan,nan,nan,nan,nan,nan,nan,Buy,nan,nan
2013-08-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-13,Sell,nan,nan,nan,nan,nan,nan,nan,Buy,Buy,nan
2013-08-14,nan,nan,nan,nan,nan,Buy,nan,nan,Buy,Buy,nan
2013-08-15,nan,nan,Buy,nan,Buy,Buy,Buy,Buy,Buy,Buy,nan
2013-08-16,nan,nan,Buy,nan,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2013-08-19,nan,nan,Buy,nan,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2013-08-20,nan,nan,nan,nan,nan,Buy,Buy,nan,nan,nan,nan
2013-08-21,nan,nan,nan,nan,nan,Buy,Buy,nan,Buy,Buy,nan
2013-08-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-27,nan,Buy,Buy,Buy,nan,nan,nan,nan,nan,nan,nan
2013-08-28,nan,nan,nan,Buy,nan,nan,nan,nan,nan,nan,nan
2013-08-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-08-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-09,nan,nan,nan,nan,nan,nan,Sell,nan,nan,nan,nan
2013-09-10,Sell,Sell,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-11,Sell,Sell,nan,nan,Sell,nan,Sell,Sell,nan,nan,nan
2013-09-12,nan,nan,nan,nan,Sell,nan,nan,Sell,nan,nan,nan
2013-09-13,nan,nan,nan,nan,nan,Sell,nan,nan,nan,nan,nan
2013-09-16,Sell,Sell,nan,nan,nan,Sell,nan,Sell,nan,nan,nan
2013-09-17,nan,Sell,nan,nan,nan,Sell,nan,nan,nan,nan,nan
2013-09-18,Sell,Sell,Sell,Sell,Sell,Sell,nan,nan,Sell,Sell,Sell
2013-09-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sell,Sell
2013-09-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-09-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-08,Buy,Buy,Buy,Buy,Buy,nan,Buy,Buy,Buy,nan,nan
2013-10-09,nan,nan,nan,Buy,Buy,nan,Buy,Buy,nan,nan,nan
2013-10-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-11,nan,nan,nan,nan,nan,nan,nan,nan,Sell,nan,nan
2013-10-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-16,nan,nan,Sell,nan,nan,nan,Sell,Sell,Sell,nan,Sell
2013-10-17,Sell,nan,Sell,nan,nan,Sell,Sell,Sell,Sell,Sell,Sell
2013-10-18,Sell,Sell,Sell,Sell,nan,Sell,Sell,nan,Sell,nan,Sell
2013-10-21,nan,nan,nan,Sell,nan,nan,nan,nan,Sell,nan,nan
2013-10-22,Sell,Sell,nan,Sell,Sell,Sell,nan,nan,Sell,Sell,nan
2013-10-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-10-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy
2013-11-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy
2013-11-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy
2013-11-13,nan,nan,nan,nan,nan,nan,nan,Sell,nan,nan,nan
2013-11-14,Sell,nan,nan,nan,Sell,nan,nan,Sell,nan,nan,nan
2013-11-15,Sell,nan,Sell,nan,Sell,nan,nan,Sell,nan,nan,nan
2013-11-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-21,nan,nan,Sell,nan,nan,nan,nan,nan,nan,nan,nan
2013-11-22,nan,nan,Sell,nan,nan,nan,Sell,Sell,nan,nan,nan
2013-11-25,nan,nan,nan,nan,nan,nan,nan,Sell,nan,nan,nan
2013-11-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy,nan
2013-11-27,nan,nan,nan,Sell,nan,nan,nan,nan,nan,Buy,nan
2013-11-29,nan,nan,nan,Sell,nan,nan,nan,nan,nan,nan,nan
2013-12-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-05,nan,nan,nan,nan,nan,nan,nan,nan,Buy,nan,nan
2013-12-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-10,nan,nan,nan,nan,nan,nan,nan,nan,Buy,nan,nan
2013-12-11,nan,nan,nan,nan,nan,nan,Buy,nan,Buy,nan,nan
2013-12-12,nan,nan,nan,nan,nan,Buy,nan,nan,Buy,nan,nan
2013-12-13,nan,nan,nan,nan,nan,Buy,nan,nan,nan,nan,nan
2013-12-16,nan,nan,nan,nan,nan,Buy,nan,nan,nan,nan,nan
2013-12-17,nan,nan,nan,nan,nan,Buy,nan,nan,nan,nan,nan
2013-12-18,Sell,Sell,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-19,nan,Sell,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-20,Sell,Sell,nan,Sell,nan,nan,nan,nan,nan,nan,nan
2013-12-23,Sell,Sell,nan,Sell,Sell,nan,nan,nan,nan,nan,nan
2013-12-24,Sell,Sell,nan,Sell,Sell,nan,nan,nan,Sell,nan,nan
2013-12-26,Sell,Sell,nan,Sell,Sell,nan,Sell,nan,Sell,nan,nan
2013-12-27,Sell,nan,nan,nan,nan,nan,Sell,nan,Sell,nan,nan
2013-12-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-12-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sell,nan
2014-01-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sell
2014-01-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sell
2014-01-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2014-01-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sell,nan
